start,end,today,Consentimiento Informado,FECHA DE DILIGENCIAMIENTO,Departamento,La información que compartas en este instrumento es anónima y sólo será usada para fines investigativos.,Nombre del Centro de Desarrollo Infantil.,"Narra una historia relacionada con una situación significativa para ti (positiva, negativa, interesante o mixta), que hayas vivido o que estés viviendo como agente educativo en el Centro de Desarrollo Infantil",Ponle un hashtag (#) o un título a tu historia:,La historia que contaste te genera,¿Con qué frecuencia sucede la situación que narraste en la historia? ,"En general, mi experiencia se relaciona con...","En general, mi experiencia se relaciona con.../La apropiación y uso de herramientas tecnológicas.","En general, mi experiencia se relaciona con.../Las formas como están organizadas las rutinas diarias.","En general, mi experiencia se relaciona con.../La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil.","En general, mi experiencia se relaciona con.../Los momentos de alimentación de las niñas y los niños.","En general, mi experiencia se relaciona con.../El desempeño de los docentes y sus prácticas.","En general, mi experiencia se relaciona con.../La disposición intencionada de los espacios y ambientes.","En general, mi experiencia se relaciona con.../La calidad de las interacciones entre los actores.","En general, mi experiencia se relaciona con.../El acompañamiento a las transiciones de las niñas y los niños.","En general, mi experiencia se relaciona con.../La documentación de las experiencias realizadas en el Centro de Desarrollo Infantil.","En general, mi experiencia se relaciona con.../El trabajo colaborativo entre las y los Agentes Educativos.","En general, mi experiencia se relaciona con.../Otro",¿Cuál es el actor principal de tu historia?,"Si en la anterior pregunta tu respuesta fue ""Otro"", escribe cuál","Mientras escribías la historia, sentiste que","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades manuales: tejer, sembrar, cocinar.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Ninguna de las anteriores","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución ","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Trabajo Colaborativo.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Sostenibilidad.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Pensamiento Crítico.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Resolución de problemas.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Manejo de herramientas tecnológicas.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Manejo de la Información y Comunicación.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Creatividad e Innovación.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Vida y Carrera.","De acuerdo con la historia que contaste, cuál fue tu rol como agente educativo/a.",_id,_uuid,_submission_time,_validation_status,_index
2020-11-04T08:48:40.011-05:00,2020-11-04T08:58:37.375-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI LUZ 2 ADR,"Cuando entre al CDI LUZ 2 ADR el año pasado era nueva y me tocó un curso algo pesado pero con mucho amor y esfuerzo me pude ganar el cariño de los niños y niñas, así mismo de sus padres y acudientes, ya que tenía el grado pre jardín, y me gustaba hacerle experiencia muy significativas como experimentos pero a la vez le enseñaba el tránsito armonioso como hacer las vocales y números avance a los niños hasta llegar a realizarlos y mencionarlos.",Todo de un extremo a otro,Orgullo,Todo el tiempo,La apropiación y uso de herramientas tecnológicas. La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil. La disposición intencionada de los espacios y ambientes. El acompañamiento a las transiciones de las niñas y los niños. Otro,1,0,1,0,0,1,0,1,0,0,1,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,1,1,1,1,0,Trabajo Colaborativo. Sostenibilidad. Pensamiento Crítico. Resolución de problemas. Manejo de herramientas tecnológicas. Manejo de la Información y Comunicación. Creatividad e Innovación. Vida y Carrera.,1,1,1,1,1,1,1,1,Potenciar el desarrollo de los niños y las niñas.,134946580,1921945e-af73-460e-9d81-81406699c873,2020-11-04T13:58:41,,12
2020-11-04T08:45:41.554-05:00,2020-11-04T08:58:38.872-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,Concentracion Cevillar,Ahora que estoy conociendo de verdad la real situación psicosocial de mis estudiantes. Aterrice de mi mundo y me tocó rediseñar las didacticas  y todas las actividades . Comprendí que los docentes planeamos más desde nuestra perspectiva y los requerimientos de los órganos de control que desde las verdaderas necesidades de estos niños.,#Me desperté,Motivación,Todo el tiempo,Las formas como están organizadas las rutinas diarias. La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil. El desempeño de los docentes y sus prácticas. La disposición intencionada de los espacios y ambientes. El acompañamiento a las transiciones de las niñas y los niños. El trabajo colaborativo entre las y los Agentes Educativos.,0,1,1,0,1,1,0,1,0,1,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,1,0,1,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134946677,bb19d839-8719-4d2a-9015-9ea85fd81c7b,2020-11-04T13:58:50,,13
2020-11-04T08:47:00.609-05:00,2020-11-04T08:59:44.705-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI AMIRA DE LA ROSA ADR,Hola compañeras en mi ambiente  tenia un niño con problemitas pues tenia labio leporino y los dedos pegados era un niño muy aislado yo me abrí le brinde confianza jugaba con el le ayudaba en el proceso de agarre de pinzas de igual manera le explicaba a los demás niños y niñas que el compañerito es igual a todos y al fin de año el niño superó el miedo jugaba y mostraba sus manitos hablaba con los demás niños y eso pues ami me emociono por que logré que el niño saliera de su temor a ser rechazado,#amoverlossonreir,Motivación,Única vez,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Otro,Docentes niños y niñas,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,134947370,24f3b1c3-419f-4a47-84a1-87ecf48512a6,2020-11-04T13:59:56,,14
2020-11-04T08:45:54.277-05:00,2020-11-04T09:00:32.176-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI AMIRA DE LA ROSA,Viví una experiencia significativas con mis niños y niñas de 3a4años tenía mi proyecto mi barrio y le hacía pregunta hacerca de su barrio y ellos me decían que en su barrio bailaban champeta .y ellos querían escuchar champeta en el salón se pueden imaginar eso fue una experiencia muy significativa  para mí como docente y para los niños y niñas,La champeta en clase,Motivación,Única vez,Las formas como están organizadas las rutinas diarias.,0,1,0,0,0,0,0,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,134947846,c93f5a3f-06b9-4272-8d17-695fbc417694,2020-11-04T14:00:46,,15
2020-11-04T08:45:25.955-05:00,2020-11-04T09:00:52.594-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,"CDI Amira de la Rosa,ADR.","Durante la pandemia, el hecho de brindar orientación  psicológica a las familias ante situaciones de vulneración de derechos, violencia intrafamiliar, y multiplis situaciones tales como miedo, ansiedad, desempleo , permitió enfrentarnos a vencer nuestras propias barreras para poder llegar de forma acertada,  humana, y sin miedos a brindar la mejor orientación, lograr que las entidades competentes lograran realizar las respectivas activaciones en tiempo oportuno, y lo más transcendental es lograr equiparar la armonía dentro de los hogares y  brindar una luz en pro de cualquier dificultad, y aportar ese granito de arena en la transformación positiva de las dificultades en medio de la pandemia en los hogares que solicitaron acompañamientos psicológicos..",#elcovidllegoparareonventarnosformasdistintasdeapoyaralasfamiliassisepuede.,Motivación,De vez en cuando,La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil.,0,0,1,0,0,0,0,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo. Resolución de problemas. Manejo de la Información y Comunicación.,1,0,0,1,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134947996,ac1a302b-1c18-4bc4-b829-0b3708b73245,2020-11-04T14:01:04,,16
2020-11-04T08:48:35.645-05:00,2020-11-04T09:00:24.361-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,Amira de la Rosa,Mi experiencia ha Sido como un reto porq durante estos tres años me he encontrado casos distintos con algunos pares porq alguno de ellos han vivido falta de afecto en sus hogares y me han visto como una madre sustituta para ellos entonces ha Sido maravilloso porq aún en el aula uno se transporta a esos hogares y apoya a los padres para mejorar sus relaciones afectivas,Mi mejor experiencia,Motivación,De vez en cuando,La calidad de las interacciones entre los actores. El trabajo colaborativo entre las y los Agentes Educativos.,0,0,0,0,0,0,1,0,0,1,0,Familias y otras personas significativas,,Reflexioné y aprendí algo nuevo,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Resolución de problemas.,0,0,0,1,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134948043,706ae510-488d-49c2-a8f2-04e9a3091613,2020-11-04T14:01:08,,17
2020-11-04T08:47:51.462-05:00,2020-11-04T09:01:01.727-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI CARRIZAL,"Pues mi narración se basa en mi primer año como agente educativo, en donde me veía tan pequeñita en un mundo tan grande en lo que es la pedagogía, pero todo fue hermoso lleno de aprendizajes en cuanto los niños y niñas me hacían preguntas, como por que?para que sirve esto?y nuevamente volvían a hacer estas mismas preguntas y era algo magnífico ya que nos dábamos cuenta que los niños tienen mucha imaginación tienen miles de cosas por contar y decir, y es una experiencia muy significativa para mi ya que uno aprende mucho más de ellos y sobre todo de nosotros mismos",#MiExperiencia,Motivación,De vez en cuando,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,134948095,5b033bf1-19ed-4778-b161-7fe227ece0a9,2020-11-04T14:01:13,,18
2020-11-04T08:45:20.726-05:00,2020-11-04T09:01:31.391-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI fundación social amira de la rosa ADR,Hace aproximadamente un año tuve una experiencia con un niño el al llegar al CDI fue un poco tímido cerrado no le gustaba hablar con ninguno de sus amigo se le notaba que era un cambio ya que venía de un colegio tradicional a raíz de esto empezamos a buscar herramientas pedagogícas con los niños y el agente educativo dónde el podía ver qué el estrés aquí en el CDI era y es una experiencia maravillosa ya notaba que su opinión era válida la maestra estaba atenta realacibaba experiencias pedagogícas son totalmente diferentes ya cada día mostraba seguridad su madre decía que quería venir todos los días muchas veces el niño manifestó que le gustaba mucho el ambiente como enseñaban... Está fue una de las experiencias que más me gustó a lo largo de mi carrera es más que una motivación es ver qué ellos mismos van viendo lo positivo que es este programa,#unlugardiferente,Motivación,De vez en cuando,La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil.,0,0,1,0,0,0,0,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134948469,0a1e8fc7-62ca-4247-8f6a-cce6c2b8ef87,2020-11-04T14:01:45,,19
2020-11-04T08:52:32.232-05:00,2020-11-04T09:02:31.006-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,cdi la playa adr fundacion social amira de la rosa,durante una actividad un niño me ha comentado acerca de un tema que la mamita le habia explicado en casa y me  encanto porque tocamos el tema y se empezo a realizar una mesa de opiniones entre todos los niños y niñas ya que el tema que toco el niño fue mas interesante que el lleve yo,#elmundodelosniños,Motivación,De vez en cuando,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Pensamiento Crítico.,0,0,1,0,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,134948986,7ffac086-6f82-440f-a4df-0a1af42ce697,2020-11-04T14:02:34,,20
2020-11-04T08:53:25.007-05:00,2020-11-04T09:02:25.552-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,Cdi la playa adr,Que cada día nos permiten capacitarnos más,Mi mundo,Motivación,Todo el tiempo,El desempeño de los docentes y sus prácticas.,0,0,0,0,1,0,0,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134949030,6ca01f4f-c0ea-412f-b1a4-a7a5e61d3796,2020-11-04T14:02:38,,21
2020-11-04T08:46:24.189-05:00,2020-11-04T09:03:22.173-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI Amira de la rosa Adr,Una delas experiencias más linda fue haber compartido con discapacidad que cuando me lo dieron  asignaron ami me dio mucha alegría el niño no caminaba pero viendo Asus Asus compañeritos lo hizo el al fin fue muy inteligente y se adaptó fácil Asus amigos,Mi niño inteligente,Orgullo,Única vez,La documentación de las experiencias realizadas en el Centro de Desarrollo Infantil.,0,0,0,0,0,0,0,0,1,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134950012,218d40e3-2ac1-4bd5-8895-a01799c3d368,2020-11-04T14:04:06,,22
2020-11-04T08:44:41.895-05:00,2020-11-04T09:05:30.800-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI CARRIZAL FC,Hace un año más o menos trabe con dos niños autistas uno era más calmado que el otro y para mí al principio fue difícil porque yo no sabía cómo manejar o más bien trabajar con esos niños fue difícil pero poco a poco los fui conociendo y con ayuda de la psicóloga fiu aprendiendo como tratarlos como manejar las situación cuando el se irritaba aprendi como calmarlo . Y con esos pequeños consejos que recibi y lo que aprendí según iba conviviendo con el ya las cosas iban siendo más fáciles y más que el con sus emociones mostraba como iba a hacer el día  siendoas fáciles,#Emociones,Motivación,Única vez,El desempeño de los docentes y sus prácticas. La disposición intencionada de los espacios y ambientes. El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,1,1,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,0,0,0,1,0,Resolución de problemas. Creatividad e Innovación.,0,0,0,1,0,0,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,134951287,3e9f180a-0dae-4e8e-98bb-4035f37a71fc,2020-11-04T14:05:42,,23
2020-11-04T08:45:26.352-05:00,2020-11-04T09:05:51.432-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,Cdi santuario 2,La semana pasada realice una experiencia le lectura de etiquetas de productos de uso cotidiano en su entorno hogar. propuse a los padres a.probocar a los niños con estás etiquetas  y elaborarán un álbum con ellas y el niño debía leerlas (creando conciencia fonológic ) muchos padres se reían  y decían que eso no podía ser que ellos no sabían leer. Y la sorpresa de ellos fue esa ver cómo los niños le decían producto por producto lo que decía y si no era decían su uso general. Fue una experiencia muy bonita por qué realizaron el álbum en familia y los niños  lograron el objetivo.,#Lecturadetiquetasenfamilia,Motivación,De vez en cuando,La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil. El acompañamiento a las transiciones de las niñas y los niños.,0,0,1,0,0,0,0,1,0,0,0,Niños/niñas,Me sentí súper compartiendo la actuvidad,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo. Resolución de problemas. Creatividad e Innovación.,1,0,0,1,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,134951516,203c13d1-439f-4b8a-aa54-db56b8a69a9a,2020-11-04T14:06:02,,24
2020-11-04T08:45:17.987-05:00,2020-11-04T09:05:56.883-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,Cdi Amira de la rosa ADR,"Una experiencia vivida y que marcó mucho mi vida fue en el año 2018. Cuando ya creí tener todo mi grupo o mi cobertura. Llega a mi ambiente un niño con autismo. Pero no era diagnosticado y la familia no lo aceptaba, fui estudiando su caso y sus expresiones, emociones, acciones y no era fácil, pues era primera vez que me enfrentaba a algo así. Y muchas veces me sentí triste e incapaz de salir adelante con este proceso, empecé a investigar el caso, hablar con la sicologa. Y con la ayuda de ella. Llegamos a la familia del niño y no fue fácil tampoco ya que ellos. Aunque conocia que habían comportamiento que no eran normales, era su primer hijo. Logramos que asistiera a cita médica y con sicologa. Aceptaron y juntos emprendimos este hermoso camino con el niño. Y el año pasado nuevamente llega a mi ambiente y con el acompañamiento de mamá, de la sicologa y la mía. El niño superó muchas falencias y el médico que lo atendía. Nos felicitaba.",Nuestra aventura ??,Motivación,De vez en cuando,La disposición intencionada de los espacios y ambientes. El acompañamiento a las transiciones de las niñas y los niños. El trabajo colaborativo entre las y los Agentes Educativos.,0,0,0,0,0,1,0,1,0,1,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,134951616,eec40763-68bd-4fa2-a450-5903e5abed2e,2020-11-04T14:06:08,,25
2020-11-04T08:45:09.139-05:00,2020-11-04T09:06:13.920-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,cdi la playa adr,en el cdi teniamos  una niña que no le gustaba relacionarse con sus compañeros y era una niña que participaba poco en las actividades le gustaba mucho los cuentos y por ese medio le fui dando pautas para que se relacionara con los demas niños y niñas del cdi empecé realizando un cuento donde era muy importante  el compartir con sus compañeros el cuento trataba de que todos tenemos  que compartir que es muy lindo tener amigos,#todostenemosamigos,Alegría,De vez en cuando,La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores.,0,0,0,0,0,1,1,0,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo. Creatividad e Innovación.,1,0,0,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,134951890,f73ab413-8dbb-4663-a8cc-b18ba01947ab,2020-11-04T14:06:25,,26
2020-11-04T08:45:32.777-05:00,2020-11-04T09:06:21.598-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,Fundación Daseín,"Hace un tiempo tuve una niña muy callado y siempre se estaba sóla , y me miraba muy introvertida pasaban los días y me gusta trabajar con música las invitaba con la mirada y ella sonreía y bajaba la casa; así pasaron los meses un día que no esperamos se levantaron a bailar al ritmo de la cumbia y el mapale, ese dia comprendí que si trabajos con dedicación, amor y paciencia nuestros niños y niñas aprenden a leer y escribir su nombre. La verdad fue una experiencia muy bonita...Aprendí que por medio del arte podemos trabajar con todas las áreas de nuestra vidas.",El Arte es vida,Motivación,Todo el tiempo,La disposición intencionada de los espacios y ambientes. La calidad de las interacciones entre los actores. El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,1,1,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",1,1,1,0,0,0,Trabajo Colaborativo. Creatividad e Innovación.,1,0,0,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,134951995,1c6d64ba-d107-4c08-ab70-6598c6e0566d,2020-11-04T14:06:32,,27
2020-11-04T08:47:43.893-05:00,2020-11-04T09:06:51.787-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI AMIRA DE LA ROSA ADR,"Mi experiencia ha sido directa coon los padres de familia, ya que ellos son llamados a reuniones durante el año para ir explicandoles que es el transito armoniso y como pueden apoyar el proceso pedagógico de los niños y niñas durante este tiempo fundamental, donde sus hijos experimentaran un cambio importante, ya que pasaran de un CDI a un colegio más grande y con diferentes compañeros. Hemos realizado visitas con nuestros padres de familia y niños y niñas a una ide las instituciones educativas donde posiblemente estudiaran y ese día ha sido mágico, porque les hacen diferentes actividades y muestran la instalaciones del colegio para que ellos sientan que va a ser una gran experiencia. He podido comprobar que es una gran actividad porque los niños me han contado lo bien que la pasaron.",#mifamiliapoyamitransicion,Motivación,Todo el tiempo,La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil.,0,0,1,0,0,0,0,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134952364,d66038c7-7998-4f5a-9de0-4717e63ee954,2020-11-04T14:07:05,,28
2020-11-04T08:47:35.774-05:00,2020-11-04T09:07:41.539-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI LUZ DOS ADR,"Mi experiencia durante este año me ha sido de gran utilidad , ya que la participación con las familias he aprendido de ellos con la transición armónica, ya que los niños y niñas que tengo a mi cargo son de edad transicional. Pués ellos se han involucrado de una manera  positiva ambientan el ambiente donde ellos con los niños realizan sus exploraciones. Y que cada día nutren esos espacios .Me ha parecido increible la participación este año",UN DIA DEL CDI.,Motivación,Todo el tiempo,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Creatividad e Innovación.,0,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,134952885,38fb74e0-8d34-45a5-8f77-85ec52fe9178,2020-11-04T14:07:53,,29
2020-11-04T08:45:50.570-05:00,2020-11-04T09:07:50.830-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI AMIRA DE LA ROSA ADR,Yo como maestra me sentí muy bien porque el año pasado pude lograr que una niño bastante difisil se desenvolbiera muy bien y diera excelentes resultado en el transito lo cual se reflejo al momento que realizo su examen de admision.,Todos podemos,Alegría,Todo el tiempo,El acompañamiento a las transiciones de las niñas y los niños.,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo.,1,0,0,0,0,0,0,0,Potenciar el desarrollo de los niños y las niñas.,134952996,99dcd922-8f0b-4c2b-bdd2-6e2726c6eda6,2020-11-04T14:08:03,,30
2020-11-04T08:46:04.216-05:00,2020-11-04T09:07:53.408-05:00,2020-11-03,Sí,2020-11-04,Atlántico,,CDI Carrizal,Mi experiencia positiva fue con un niño autista de 4 años cuando lo conocí me impresiones porque no había tenido una experiencia con uno con discapacidad yo empeze analizarlo y a mediados del año el se me acercaba me apretaba el dedo cuando quería agua me tomaba de la mano cuando llegaba después de haberlo recibido y me dirigía hacia las lanas para que le costará un pedacito y el jugaba con eso después otro avance que le ví fue que se dirigía a la telier y cogía crayolas y señalabas las hojas y empezaba a garabatear eso fue de gran satisfacción para mí el acompañamiento y el avance que el niño tuvo,Miheroeautista,Motivación,De vez en cuando,La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil. El desempeño de los docentes y sus prácticas. La disposición intencionada de los espacios y ambientes. El acompañamiento a las transiciones de las niñas y los niños. El trabajo colaborativo entre las y los Agentes Educativos.,0,0,1,0,1,1,0,1,0,1,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo. Creatividad e Innovación.,1,0,0,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,134953004,a4f6411b-40f8-4a61-a0c2-873e397b30db,2020-11-04T14:08:04,,31
